Diet_type,Recipe_name,Cuisine_type,Protein(g),Carbs(g),Fat(g),Calories
dash,MARINATED ZUCCHINI & TOMATO LASAGNA with CASHEW HERB CHEESE recipes,italian,35.64,80.72,78.88,1175.36
dash,Breakfast Burritos For 2,mexican,53.78,66.4,66.15,1076.0700000000002
dash,Balsamic Mushroom Quinoa,south american,27.03,136.63,37.38,991.06
dash,Pumpkin Flip,american,2.97,23.78,0.91,115.19
dash,Swiss Chard Tzatziki (Yogurt Dip) recipes,mediterranean,22.94,90.83,31.37,737.41
dash,Vegetarian Pad See Ew,south east asian,28.98,155.63,65.99,1332.35
dash,Baby Vegetable Antipasto,italian,38.01,117.57,38.46,968.4599999999999
dash,My crumble topping,american,12.21,159.36,63.06,1253.8200000000002
dash,End of summer golden gazpacho,italian,38.72,203.87,90.84,1787.92
dash,Two Turtledoves Cocktail Recipe,american,1.72,163.83,1.87,679.0300000000001
dash,Salmon BLT,nordic,94.29,128.53,134.93,2105.65
dash,Quinoa Stuffed Zucchini,mediterranean,28.09,116.91,74.06,1246.54
dash,Smoked Salmon Potato Nests,nordic,19.77,42.04,52.16,716.68
dash,Mai Tai,world,0.49,16.72,0.14,70.1
dash,Spinach Salad with Warm Bacon Dressing recipes,american,54.64,34.66,132.98,1554.02
dash,Asian Chicken Meatballs,south east asian,92.17,29.28,70.63,1121.47
dash,Pan-Fried Smoked Salmon With Green Beans & Chives,nordic,38.53,79.65,63.01,1039.81
dash,Sensational Chicken Noodle Soup,asian,62.76,54.19,21.87,664.63
dash,Grilled Peaches with Honey Cream,american,18.55,114.81,40.04,893.8000000000001
dash,Marcie's Aioli Recipe,american,8.77,25.98,129.22,1301.98
dash,Shredded Beef with Red Jalapeno Peppers,american,61.78,34.25,75.4,1062.72
dash,Grilled Hanging Tenderloin,american,39.63,28.81,48.1,706.6600000000001
dash,"Oysters with Creme Fraiche, Lemon, and Tarragon",french,16.31,17.86,26.95,379.23
dash,Blueberry Pie Sundaes,american,40.69,218.37,19.61,1212.73
dash,Potato Latkes Made Simple: A Twitter Recipe,kosher,31.55,110.84,118.28,1634.08
dash,Green Bean Casserole,american,38.7,146.44,4.81,783.8499999999999
dash,Crispy Pan-Fried Chicken with Ranch Dipping Sauce,american,36.92,34.66,54.64,778.0799999999999
dash,Amalfi Style Shrimp,mediterranean,103.99,68.59,33.41,991.0099999999999
dash,Quick Quarter-Pounders,mediterranean,120.63,35.91,66.3,1222.86
dash,Four-Onion Pizza with Goat Cheese,italian,52.32,201.89,100.59,1922.15
dash,Tabbouleh with Persimmons and Almonds recipes,middle eastern,27.0,110.27,69.26,1172.42
dash,Pasta Pomodoro,italian,26.9,134.36,88.3,1439.74
dash,Spiked Hot Chocolate,american,29.23,177.05,72.21,1475.01
dash,"Lemony Green Bean Salad with Feta, Red Onion, and Marjoram",mediterranean,25.7,46.68,79.5,1005.02
dash,Shrimp Scampi,south east asian,103.75,47.06,82.09,1342.0500000000002
dash,Orange Roughy with Parmesan and Green Onions,italian,139.15,5.86,103.46,1511.18
dash,Poc Chuc,mediterranean,147.72,34.08,67.33,1333.17
dash,Almond-Crusted Tilapia,mediterranean,78.56,19.76,39.02,744.46
dash,Garden Vegetable Quiche,french,60.6,159.55,109.18,1863.2200000000003
dash,Halibut With Ginger & Cilantro,american,138.95,207.71,15.9,1529.7399999999998
dash,Bacon-Broccoli Quiche Cups,french,39.39,10.05,68.11,810.75
dash,Baked Crabcakes Recipe,american,86.41,31.56,59.05,1003.3299999999999
dash,Browned Butter Bananas with Toasted Pecans,american,9.74,149.0,72.34,1286.02
dash,Fried Plantains with Sweet Heat,south american,11.85,206.52,120.48,1957.8
dash,Spicy Chili Chocolate Tofu Fries,asian,45.52,36.7,33.35,629.03
dash,"Turkey, Apple and Havarti Sandwich",american,29.61,34.92,25.63,488.78999999999996
dash,Cauliflower Soup,american,13.65,47.15,15.94,386.65999999999997
dash,Chicken Stuffed with Spinach and Feta recipes,mediterranean,136.76,10.28,46.96,1010.8
dash,Slow-Cooker Italian Beef Sandwiches,italian,47.16,18.98,22.67,468.59000000000003
dash,Pomato Ricotta Salad,mediterranean,17.93,87.45,13.46,542.66
dash,Beet Pizza with Caramelized Onions and Goat Cheese,italian,35.43,159.53,72.93,1436.21
dash,Mama Mia!,italian,96.96,271.73,87.05,2258.21
dash,Chocolate-Hazelnut Meringue Kisses,british,21.28,207.12,32.13,1202.77
dash,Vanilla And Chocolate Tuiles,american,15.19,105.42,47.49,909.85
dash,"Stella! (Gin Fizz with Cointreau, Orange Juice & Orange Flower Water)",world,2.35,9.79,10.59,143.87
dash,Creamy Avocado Pasta,italian,62.16,288.86,111.61,2408.5699999999997
dash,Blackberry Cobbler,american,26.87,245.56,55.54,1589.58
dash,Beef & Vegetable Casserole,french,124.13,62.52,105.02,1691.78
dash,Green With Envy,world,0.78,17.57,0.27,75.83000000000001
dash,Gougères,american,120.01,122.01,143.68,2261.2000000000003
dash,Pan-Seared Shrimp with Rosemary Spaghetti Squash,mediterranean,36.25,16.92,10.94,311.14
dash,The Awesome-est Blueberry Muffins recipes,american,18.65,275.33,135.67,2396.95
dash,Bulgur with Steak and Chickpeas,middle eastern,20.12,40.09,20.02,421.02000000000004
dash,Ramos Gin Fizz,world,4.13,13.39,1.73,85.65
dash,Sardines and Fennel,italian,35.0,36.49,32.48,578.28
dash,Roasted Horseradish Hummus,mediterranean,95.93,286.79,84.42,2290.66
dash,Steak Fajitas with Avocado Lime Crema,mexican,1.85,8.83,1.8,58.92
dash,Concord Cocktail,american,0.99,220.27,0.37,888.3700000000001
dash,Best Tuna Salad,mediterranean,77.94,41.53,30.14,749.14
dash,Piquant Potatoes,mediterranean,17.16,133.24,42.08,980.3199999999999
dash,Chicken Dippers Lunch,mediterranean,51.68,5.47,25.19,455.31
dash,Bay-Scented Vanilla Pudding,british,20.75,110.57,26.23,761.3499999999999
dash,Lemon Linguine,italian,73.59,183.61,57.86,1549.5400000000002
dash,Dark Chocolate Orange Cake,french,24.72,166.25,37.84,1104.44
dash,Mulligatawny Soup,indian,76.13,178.31,120.07,2098.39
dash,Crab Canapés with Cumin,indian,31.1,53.92,19.81,518.37
dash,"Baby Artichoke, Parsley, and Celery Salad",mediterranean,41.56,140.14,75.12,1402.88
dash,Best-Ever Guacamole,mexican,14.17,68.1,88.94,1129.54
dash,"Avocado Tartine with Quail Eggs, Prosciutto & Goat Cheese",italian,33.69,103.03,33.54,848.74
dash,Loaded Baked Potatoes with Broccoli & Cheese,italian,54.83,144.76,108.95,1778.9099999999999
dash,Lemon Cloud with Strawberry-Mint Compote,mediterranean,22.05,236.94,17.82,1196.3400000000001
dash,Vegetables Stacks with Mozzarella and Basil,italian,65.37,50.09,97.05,1335.29
dash,Scrambled Egg Burritos,mexican,36.61,55.52,43.66,761.4599999999999
dash,Smoked Cauliflower Soup,american,49.78,134.47,17.29,892.61
dash,Houlihan's Smashed Potatoes,american,36.6,278.59,9.95,1350.31
dash,Olive Crema,mediterranean,2.07,13.67,14.29,191.57
dash,Garlic Lentil Soup,french,58.19,179.51,31.15,1231.1499999999999
dash,Roasted Herb and Garlic Smashed Potato Casserole,french,64.44,175.02,53.03,1435.1100000000001
dash,Curry Chicken Salad Lettuce Wraps,indian,56.33,42.53,14.11,522.43
dash,Freezer Meal Moroccan-Spiced Chickpeas,middle eastern,64.69,218.26,39.61,1488.29
dash,Spiced Carrot Salad,south american,5.53,53.72,10.53,331.77
dash,Celery Daisy,world,0.16,7.17,0.05,29.77
dash,Key Lime Pie Ice Cream,american,47.57,258.96,80.3,1948.8199999999997
dash,Horiatiki Salata (Greek Salad) recipes,mediterranean,4.61,13.6,12.27,183.26999999999998
dash,Zucchini Quiche,french,96.2,65.37,87.78,1436.3
dash,Breakfast Burrito,mexican,78.51,156.56,111.0,1939.28
dash,Eggless Tofu Salad,asian,54.39,29.82,38.61,684.33
dash,Yellow Zucchini Tarte Fine on a Yogurt-Based Crust,french,43.88,170.91,88.28,1653.6799999999998
dash,Time for a Drink: Reveillon Cocktail Recipe,world,0.87,10.42,1.23,56.23
dash,BBQ Lentils recipes,american,26.77,127.78,10.4,711.8000000000001
dash,Lime-y Veggie Stir-Fry with Crispy Tofu,asian,28.12,52.02,41.37,692.89
dash,Zucchini Custard Bake,mediterranean,52.26,61.57,81.18,1185.94
dash,Chinese Shrimp & Egg Flower Soup (蛋花湯),chinese,75.51,116.87,43.08,1157.24
dash,Sake Ginger Glazed Salmon,nordic,148.83,74.87,106.95,1857.3500000000001
dash,Sweet Potato Fries With Avocado “Mayo” recipes,south american,17.74,176.05,92.39,1606.67
dash,Dreamy Creamy Macaroni and Cheese,american,79.5,156.97,78.18,1649.5
dash,Soy Roast Duck With Hoisin Gravy,chinese,135.32,89.31,34.6,1209.92
dash,Braised Stuffed Tofu,asian,68.66,40.42,63.62,1008.8999999999999
dash,Butter Turnip-It-Up Creamy Comfort Soup,french,7.96,46.36,147.53,1545.05
dash,Sumac-Spiced Eggplant Schnitzel recipes,central europe,58.84,252.2,42.25,1624.4099999999999
dash,Drinking in Season: Spiced and Spiked Blood Orange Cocktail Recipe,american,0.99,223.21,1.0,905.8000000000001
dash,Broccoli Crescent Appetizers,mediterranean,51.31,137.46,36.24,1081.24
dash,Tomato Basil Sandwich with Feta Aioli,mediterranean,8.84,31.82,9.76,250.48
dash,Easy Kalamata Hummus Recipe,mediterranean,46.6,125.28,95.83,1549.99
dash,Chickadee - Spinach and Chick Peas,south american,48.14,144.05,30.19,1040.47
dash,S'mores Martini,american,25.55,204.33,42.22,1299.5
dash,Plum and Berry Crumble,american,23.5,295.77,107.02,2240.2599999999998
dash,Stuffed 'n Squashed Mushroom Foil Pack,mediterranean,24.47,20.31,18.3,343.82000000000005
dash,Southern Barbecue Bowl,american,29.03,99.62,28.99,775.51
dash,Ham-Broccoli Strata,american,140.21,137.64,106.47,2069.63
dash,Cream of Cauliflower or Broccoli Soup,american,44.84,60.7,97.28,1297.68
dash,Middle Eastern Eggplant Salad,middle eastern,10.59,58.25,56.07,779.99
dash,"Pistachio, Golden Raisin, Cardamom-Scented Pilaf",mediterranean,32.36,208.39,25.57,1193.13
dash,Lavender-Chamomile Tequila,american,0.71,143.0,0.38,578.26
dash,Beef and Mushroom Cobbler,french,88.64,129.87,94.59,1725.35
dash,Borscht,french,22.55,60.76,24.55,554.19
dash,Little Neck Clams with Sungold Tomatoes,south american,79.37,169.99,58.91,1527.63
dash,Lasagna Grilled Cheese,italian,58.51,80.45,76.09,1240.65
dash,Quinoa-Stuffed Acorn Squash recipes,mexican,55.63,243.6,49.09,1638.73
dash,Apple Camembert Salad,mediterranean,15.0,43.27,59.51,768.6700000000001
dash,Samuel Adams Boston Lager Glazed Early Winter Roots,american,7.58,44.85,93.19,1048.43
dash,Greek Spaghetti Squash Toss,mediterranean,20.48,60.8,16.18,470.74
dash,Cold-Poached Trout With Watercress Mayo,british,74.56,57.82,66.87,1131.35
dash,Baked Apple Rings with Caramel Sauce,american,20.58,267.05,13.55,1272.47
dash,"Pomegranate, Cranberry & Brie Bruschetta",american,56.15,147.49,58.78,1343.58
dash,"Lemon Herb Quinoa with Hemp Seeds, Spring Peas, and Basil",south american,47.43,153.89,59.65,1342.13
dash,Bacon and Egg Sandwiches with Caramelized Onions and Arugula,american,37.52,51.14,75.39,1033.15
dash,Curried Egg Salad with Mango Chutney recipes,indian,32.09,113.28,37.24,916.6400000000001
dash,Barbecue Baked Onion Rings,american,32.23,190.67,33.66,1194.54
dash,Collard Greens Braised in Coconut Milk,south american,21.76,46.18,52.82,747.14
dash,Chicken Salad with Apples and Cranberries,american,73.48,192.44,123.08,2171.4
dash,Classic Potato Latkes,kosher,28.31,199.21,60.18,1451.7
dash,"Smoked Trout Salad With Apples, Fennel And Creamy Horseradish Dressing",mediterranean,13.51,56.2,73.46,939.98
dash,Marinated Flank Steak with Blue Cheese Sauce,american,131.23,25.4,83.55,1378.4699999999998
dash,Crab and Avocado Mimosa recipes,british,55.88,47.19,101.47,1325.51
dash,Garlic Chive Shrimp Fried Rice With Garlic Chips,chinese,26.5,95.49,23.71,701.35
dash,Noodles For Sunday Brunch,asian,15.45,31.52,20.69,374.09000000000003
dash,Turkey Re-Hash,american,149.37,272.83,91.91,2515.99
dash,Lamb chops with blood orange and mint compote and feta mash potatos,mediterranean,55.83,84.18,110.31,1552.83
dash,Kale and Feta Burrito,mediterranean,53.53,184.53,32.14,1241.5
dash,The last of the good pears tart,american,16.87,255.14,93.35,1928.19
dash,Creamy Carrot Soup,french,23.53,126.72,32.81,896.29
dash,Anything-But-Clementine Clafoutis,french,34.82,237.19,100.71,1994.4299999999998
dash,Deluxe Redeye Gravy with Pork Shoulder Picnic,american,123.97,39.42,124.93,1777.93
dash,Loaded Organic Baked Potato with Broccoli and Cheese,italian,59.69,179.9,109.31,1942.15
dash,Tuna Melt,american,101.24,72.96,40.45,1060.85
dash,Grated Carrot Salad (Carottes Râpées),american,9.42,92.42,56.52,916.04
dash,Hoisin pork with garlic & ginger greens,american,120.25,75.21,81.17,1512.37
dash,Tarragon Corn recipes,french,17.31,96.28,52.21,924.25
dash,Roasted Squash Soup with Turkey Croquettes,american,146.13,268.78,77.29,2355.25
dash,Pineapple Fried Rice,chinese,92.1,292.94,63.35,2110.31
dash,Big Daddy's Sloppy Joe Burgers,american,117.28,164.56,118.84,2196.92
dash,Barbecue Lentils,american,27.17,132.5,14.97,773.4100000000001
dash,Beet Reuben,american,39.57,57.94,91.25,1211.29
dash,Roasted Pork and Potatoes With Creamy Applesauce,american,146.79,161.51,49.88,1682.12
dash,"Broccoli, Pancetta, and Parmesan Frittata",italian,73.47,22.99,69.66,1012.78
dash,"Bulgur And Freekeh Pilaf With Roasted Butternut Squash, Feta And Parsley",mediterranean,65.04,281.37,94.95,2240.19
dash,Black Bean Jalapeno Burritos,mexican,54.85,258.13,51.91,1719.1100000000001
dash,"Romaine, Celery, and Parmesan Salad",american,14.31,7.08,21.01,274.65
dash,Chipotle Ranch Egg Salad Wraps,american,19.88,59.61,39.48,673.28
dash,Creamy Cucumber Chive Cups,eastern europe,37.79,46.16,7.48,403.11999999999995
dash,Pasta Salad with Links,italian,55.65,179.63,99.26,1834.46
dash,A Better Mug Cake - from the Oven,french,11.86,90.85,27.46,657.98
dash,Guacamole,mexican,13.3,62.46,93.13,1141.21
dash,BBQ Chicken Tacos with Red Cabbage Slaw,mexican,80.86,173.4,13.31,1136.83
dash,Fresh Fennel and Red Pepper Chow-Chow,italian,9.56,156.79,73.52,1327.08
dash,Creamy Clam Chowder,american,106.41,148.0,70.36,1650.88
dash,Skillet Steak with Mushroom Sauce,american,99.25,58.82,61.16,1182.7199999999998
dash,Salad With Caramelized Fennel And Apples,mediterranean,23.16,55.26,69.17,936.21
dash,Grilled Salmon with Kale Sauté,nordic,65.86,19.13,42.0,717.96
dash,Perfect Guacamole,mexican,9.64,45.21,59.22,752.38
dash,Quick Punjabi Dal Fry,indian,55.03,152.18,51.74,1294.5
dash,Crustless Broccoli Quiche,french,55.57,61.83,48.54,906.46
dash,Old Fashioned,world,0.12,9.66,0.02,39.3
dash,Mediterranean Quinoa Bowl,mediterranean,65.37,233.41,74.62,1866.6999999999998
dash,Smashed Raspberry Chocolate Chunk Pancakes,american,33.11,160.57,63.97,1350.45
dash,"Halibut ""Lobster"" Roll with Green Goddess Slaw",south east asian,83.48,37.02,41.84,858.5600000000001
dash,Tuna Melt,american,99.25,72.94,40.35,1051.91
dash,Spinach-and-Watermelon Salad,middle eastern,9.54,71.32,8.83,402.90999999999997
dash,Tiny Meat Cakes (Bolos de Carne),mexican,100.98,26.94,59.47,1046.91
dash,Goodbye Summer Salad,american,60.48,54.5,102.75,1384.67
dash,Tomato and Shrimp Stew,american,117.64,153.72,34.16,1392.88
dash,Tulsi Tamatar Shorba,mediterranean,13.74,82.25,38.29,728.5699999999999
dash,Shrimp “Egg Roll” Stir Fry,chinese,27.22,22.4,8.0,270.48
dash,Gluten-Free Winter Squash Gnocchi recipes,italian,19.82,137.94,43.56,1023.0799999999999
dash,Southwestern Breakfast Tostadas,american,29.53,47.08,23.4,517.04
dash,Elliott's Easy Chocy Pudding,british,27.26,188.63,86.85,1645.21
dash,"Spicy, Peanutty Udon with Kale",american,32.54,85.66,35.11,788.79
dash,Grilled Burgers with Curry Mustard,american,83.13,110.24,83.21,1522.37
dash,Stuffed Potatoes With Mushrooms,nordic,47.73,263.16,59.28,1777.0800000000002
dash,Lasagna Bella,italian,77.58,82.52,45.57,1050.53
dash,Asian Ketchup – “Cheater Method”,asian,19.45,146.57,8.88,743.9999999999999
dash,Lightened-Up Chicken Caesar Platter recipes,mediterranean,51.04,26.35,83.95,1065.1100000000001
dash,Red Wine-Braised Lentils With (Veggie) Sausage,british,53.44,144.3,31.19,1071.67
dash,Posole,american,99.16,83.4,36.92,1062.52
dash,Tilapia with a Neo-Soul Touch,mediterranean,87.56,121.6,125.1,1962.54
dash,Cook the Book: Cherry Tomato and Tofu Salad,asian,56.28,20.64,49.31,751.47
dash,Steamed Meat Bao with Preserved Vegetables,american,95.55,234.64,79.52,2036.44
dash,Asparagus Wrapped in Prosciutto,italian,77.41,12.4,96.55,1228.19
dash,Summer Melon and Ham Salad with Burrata and Chile,italian,49.86,139.98,63.23,1328.4299999999998
dash,Warm German Potato Salad,central europe,63.59,173.98,140.3,2212.98
dash,Spinach-Turkey Roll-Ups,american,28.47,7.15,25.42,371.26
dash,Vegetarian Green Chile Recipe,mexican,9.34,52.88,2.28,269.4
dash,Fal Harvest Quinoa Salad,american,28.64,157.66,42.75,1129.95
dash,"Cook the Book: Tomato, Montrachet, and Basil Salad",american,13.44,50.88,64.42,837.06
dash,Frozen Pina Colada with Mango Puree,world,5.49,117.69,13.74,616.38
dash,Catfish with Red Pepper Sauce,american,21.06,19.43,34.77,474.89
dash,Restorative Turmeric Elixir,mediterranean,1.82,29.21,0.58,129.34
dash,Bake Me Crazy Chicken with Gravy,american,145.68,76.57,125.32,2016.8799999999999
dash,Lime Caesar Salad,american,26.9,43.45,90.48,1095.72
dash,Couscous with Mushrooms & Sun-Dried Tomatoes,italian,51.57,237.83,12.24,1267.7600000000002
dash,Cream of Spinach Bake,american,38.64,35.86,42.98,684.8199999999999
dash,Classic Shrimp Roll,american,115.87,132.85,34.84,1308.44
dash,Red Pepper-and-Pear Soup,french,34.13,160.31,45.42,1186.54
dash,Seafood Soup,american,70.67,70.08,7.64,631.76
dash,Early Girl Tomato Soup,french,7.22,33.34,26.6,401.64
dash,Spiced Carrot-Butternut Squash Soup with Pine Nut Cream,american,30.0,116.45,116.06,1630.34
dash,PB 'n Chocolate Bread Pudding Bonanza,british,43.47,186.05,58.66,1446.02
dash,Time for a Drink: the 151 Swizzle Recipe,british,0.1,12.31,0.02,49.82
dash,cream of tomato soup with orzo,american,40.34,154.42,61.38,1331.46
dash,Beet Spinach Salad (Mint And Raspberries),middle eastern,9.9,59.34,55.7,778.26
dash,Gertie’s Crab Cakes,mediterranean,88.64,16.1,119.92,1498.24
dash,Quick Chicken Cacciatore,italian,93.61,51.65,25.34,809.0999999999999
dash,Chicken Souvlaki Salad,mediterranean,105.26,42.11,96.52,1458.1599999999999
dash,Drink the Book: The Dahlgren Recipe,world,1.83,94.39,0.7,391.18
dash,Soba Noodle Broth with Chicken,asian,87.96,136.87,34.0,1205.32
dash,Smoky Pear & Ginger Margarita,world,0.68,24.6,0.24,103.28
dash,Butternut Squash Soup with Spiced Seeds,american,39.32,215.7,59.78,1558.1
dash,Scrambled Egg Burritos,mexican,24.04,62.54,33.16,644.76
dash,Leek And Comté Tartlets,french,31.84,38.97,68.42,899.02
dash,Blue Cheese-Topped Steaks,american,98.69,16.43,94.04,1306.8400000000001
dash,Easy Green Gazpacho,mediterranean,16.9,88.24,83.5,1172.06
dash,Scoopy Salmon Salad,nordic,40.55,13.2,9.04,296.36
dash,Mini Grilled Artichoke Hearts with Low Fat Spinach and Artichoke Dip,mediterranean,90.58,107.23,72.04,1439.6
dash,Ceviche-Style Shrimp and Chips,south american,74.92,108.51,43.39,1124.23
dash,Shrimp Cocktail recipes,american,28.52,114.27,3.39,601.67
dash,Easy cucumber peanut salad--Thai style,south east asian,39.42,92.91,52.35,1000.47
dash,Bread Salad,american,44.09,153.84,86.03,1565.99
dash,Garlic roasted potato and spinach (or cauliflower) curry,south east asian,40.31,241.4,14.76,1259.68
dash,Candied Sweet Potato Ricotta Tart,south american,38.28,179.53,117.32,1927.12
dash,Fresh Crab Springrolls,south east asian,129.64,198.43,122.16,2411.7200000000003
dash,Flank Steak Tostadas,south american,67.9,114.46,54.53,1220.21
dash,Chicken Parmesan with Broccolini,italian,70.21,41.05,30.67,721.0699999999999
dash,Les Oeufs Jeannette,american,50.71,14.05,122.47,1361.27
dash,The Kale Mary Recipe,american,5.26,14.06,1.01,86.37
dash,Thai Beef Salad,south east asian,105.25,78.69,67.46,1342.9
dash,Chilli Paneer,indian,58.34,97.07,20.16,803.0799999999999
dash,Salmon and Asparagus Wraps,nordic,36.32,59.09,12.08,490.36
